,tweet_id,text,query,user_id,follower_count,user_tweet_count,likes,retweets,user_location,date
9223,1346903222116511744,scotlands leader says trump isnt welcome to visit his turnberry resort because golfing isnt essential travel trump is a seditionist and a traitor the marines should be escorting him and his family out of the white house now,travel,3151824439,16,547,0,0,,2021-01-06
9523,1346902125884932097,should issue a travel ban to the united states because of their current political instabilityour kenyan ambassador to the us should also update us that our fellow kenyans are safei mean touche america trump,travel,240999848,1852,24036,0,0,,2021-01-06
9611,1346901896024436738,asked whether pres trump would be allowed to travel to scotland around inauguration first minister nicola sturgeon says the countrys lockdown measures apply to everyone coming to play golf is not what i would consider to be an essential purpose,travel,763913137896714241,149,2477,0,176,,2021-01-06
9687,1346901734023565312,my husband amp i had planned to travel to dc today but whole family is sick with covidso weird not to be able to taste or smell but were getting over it super disappointed that we have to watch from home but we havent stopped praying and we wont and our trump flag stays,travel,1263912589907484672,406,3776,2,0,CA,2021-01-06
9720,1346901633758851075,id like to know who is paying for these unhinged trump supporters to travel to dc,travel,1017762162356473856,4279,9859,1,0,USA,2021-01-06
9725,1346901609612275713,all of antifa and b l m plotted together at their official meeting to travel to the capitol and pose as trump supporters at the exact same time,travel,1515164220,168,59193,3,1,,2021-01-06
9751,1346901495002910721,breaking news breaking news its very obvious america hakuna mawe trump supporters would be in full riot at capitol hill travel advisories from expected shortly following electoral violence in america,travel,22052038,1195,20906,0,0,,2021-01-06
9918,1346900948992581632,trump supporters have moved up the steps of the capital how did we let that fat fuck back us into a corner scotland does not want him there either they are in lockdown for covid flying to scotland to play golf is not essential travel keep the faith,travel,1217483160428142594,21,1179,0,1,,2021-01-06
9977,1346900797016010757,travel tip if you are in the washington dc area there is an unprecedented allaccess free group tour at the capitol today no ticket needed but a maga hat or trump flag will get you in but be careful if you have any blm gear you will be gassed andor beaten,travel,70256137,1309,12700,1,0,WA,2021-01-06
10044,1346900598122291200,lol ok to start i have green eyes and the only jealous monsters are the people who tell me theyre jealous of my green eyes so whats this whack statement trump is nothing presidential amp has ruined so much for americans travel economy small businesses romney knows,travel,29108609,555,4713,1,0,,2021-01-06
10061,1346900551095742477,there would be millions of people out on the streets with no jobs or places to live trump wanted restrictions but not to the extent of what the democratic party wanted he banned travel from china to stop the spread an still got shit for it how is that ,travel,2936394343,99,4278,0,0,,2021-01-06
10100,1346900424926887938,obama saved us from ebola by curtailing travel from infected countries trump failed to do that and is still failing to protect us from new strains he is responsible for every single death,travel,87442934,96,3952,0,0,MA,2021-01-06
10148,1346900290281172994,bye trumpy travel have fun have a good retirement future,travel,1292651554382651393,305,6507,0,0,CA,2021-01-06
10149,1346900286183534594,nicola sturgeon has said that trump should not be allowed into scotland on 19 th january as golf is not an excuse to travel will any other uk leader tell the orange one that cos only boris the buffoon in london can actually bar him,travel,750292586967998464,72,786,0,0,,2021-01-06
10217,1346900078783574016,trump airlines trump beverages trump ice trump the game trump casinos trump magazine trump mortgage trump steaks trump travel trump telephone trump tower tampa trump university trump vodka all failed business ventures now we can chalk his presidency as an abject failure,travel,110884350,117,1313,0,11,USA,2021-01-06
10234,1346900031652159489,same question does the constitutional right to travel not trump their bullshit legislation,travel,1304083225355190273,10,824,5,0,,2021-01-06
10419,1346899412434489348,breaking news and an update on a major story from yesterday about trumps january 19 travel plans scottish first minister nicola sturgeon on tuesday said that president donald trump will not be allowed to visit scotland to play golf later this month,travel,3394289361,185,9771,0,1586,FL,2021-01-06
10471,1346899246126084097,holy crap now trump can travel back and forth in time i mean since the church was burned before that moment,travel,2871698260,31,219,1,0,,2021-01-06
10770,1346898390328733696,president trump explicitly told these people to go to the capitol at the end of his speech,travel,316490589,1509,85186,0,1917,,2021-01-06
10778,1346898363753635844,biden won a free fair and secure election only halfwits who travel in lies and conspiracy theories believe otherwise trumpism is not democracy it is all about authoritarianism and tyranny that and paying fealty to a giant orange turd,travel,57650207,397,12602,0,0,USA,2021-01-06
10780,1346898362637942790,as kenyans we want to give travel advisory to our citizens leaving in washington especially around capitol hill keep of that place since trump n pence has released their goons proud boys who are armed n dangerous,travel,324321998,1600,12650,2,0,,2021-01-06
11144,1346897464561905671,scotland has already said they will not accept trumps arrival in their country theyve openly said rightly that golfing does not constitute essential travel so hell need to find somewhere else to hide,travel,1242631568,26594,278020,0,1,,2021-01-06
11219,1346897267291258882,look how close they all are count the masks and we thought holiday travel was a problem this will be very bad covidiots impeachtrumpagain stopthesqueal dc,travel,32399655,27304,148759,0,13,FL,2021-01-06
11270,1346897142129045513,maybe if trump handled the pandemic better his supporters wouldnt be out of jobs and wouldnt be able to travel to dc on a wednesday in the middle of an afternoon in january byebyetrump dcprotests dcrally,travel,1034437161955799041,485,6369,0,1,,2021-01-06
11503,1346896546017792006,trump believes people can time travel and go back 8 weeks trumpisdilusional,travel,549817688,6257,166373,0,1,,2021-01-06
11595,1346896290731479040,trump was considering travelling to his turnberry golf resort in scotland avoiding mr biden being sworn into office scotlands first minister nicola sturgeon has said hes not allowed to visit scotland as illegal to travel without a valid essential reason amp playing golf isnt,travel,2302054214,97,6115,4,0,,2021-01-06
11730,1346895901600706561,only essential travel in scotland its in full lockdown so he wouldnt be welcome but of course trump would think playing golf essential,travel,1296865321232609280,3,17,2,0,,2021-01-06
